click here,-176.58,-161.23,P
aum shinri,-743.35,-850.89,S
hpl nom fo,-104.58,-125.89,S
Tremendous,-1145.88,-938.38,P
*** FREE B,-934.32,-888.85,P
URL: http:,-163.39,-174.05,S
I have bee,-1019.47,-1040.36,S
magic 15 ,,-1395.32,-1479.87,S
RECIEVE AL,-672.11,-648.9,P
On 23 Aug ,-288.09,-310.11,S
enron net ,-1354.93,-1480.7,S
subcategor,-784.78,-899.05,S
Legal TV D,-2225.07,-2106.71,P
. message ,-870.57,-796.91,P
Update of ,-3688.99,-4021.27,S
lp deal bi,-165.47,-170.63,S
fat boy wa,-753.5,-712.51,P
more data ,-839.99,-919.39,S
armenian g,-74.6,-77.87,S
proposed c,-1542.77,-1677.95,S
On Mon, 16,-1234.12,-1253.73,S
price caps,-5346.97,-5986.17,S

Â Â 
Dear,-776.17,-694.8,P
request su,-395.37,-434.19,S
maureen no,-129.43,-142.01,S
f - r - e ,-646.46,-612.11,P
re : [ 618,-80.31,-69.42,P
duke deliv,-698.61,-734.61,S
txu gas di,-537.75,-602.56,S
oasis pma ,-456.4,-489.53,S

Greetings,-13259.65,-11509.06,P
empty,-9.87,-9.01,P
empty,-9.87,-9.01,P
applicatio,-384.97,-366.35,P
On 19 Jul ,-675.32,-715.89,S
mac parall,-1459.21,-1643.44,S
chechen wh,-11386.36,-12650.52,S
all graphi,-1179.97,-982.1,P
re : my mo,-614.15,-664.23,S
http://www,-1688.72,-1715.85,S
Jim Whiteh,-369.22,-386.13,S
empty,-9.87,-9.01,P
On Tue, Au,-402.04,-434.56,S
urgent inv,-3558.98,-3378.25,P
do you lov,-326.07,-293.39,P
english pa,-615.29,-683.38,S
office xp ,-459.89,-425.83,P
need to do,-900.14,-838.92,P

[I wrote ,-1426.68,-1607.49,S
ny event w,-921.17,-953.69,S
museum of ,-255.07,-259.87,S
re : what ,-477.91,-520.96,S
URL: http:,-1563.26,-1578.52,S
updated el,-1212.56,-1267.98,S
John P. Lo,-592.8,-625.26,S
< ot > pro,-2414.15,-2843.54,S
left offic,-108.82,-114.66,S
The Ximian,-466.48,-497.57,S
if (window,-18154.86,-16178.77,P
summerset ,-1986.21,-1895.38,P
meedz 2 u ,-653.09,-583.23,P

You have ,-417.17,-395.03,P
popular so,-417.57,-411.82,P

Your appl,-614.86,-597.08,P
On Sat, Oc,-910.43,-987.93,S
re [ 10 ] ,-75.72,-73.33,P
         :,-1977.65,-2077.03,S
dave - che,-2360.4,-2247.32,P
re : ems s,-5371.25,-5204.25,P
tiger team,-144.97,-153.96,S
california,-5072.26,-5322.2,S
re : vallu,-294.37,-264.65,P
re : hello,-1904.37,-2198.39,S
alp presen,-1871.34,-2253.35,S
re : pain ,-836.99,-772.67,P
calpine mo,-364.73,-384.81,S
re [ 1 ] :,-4882.94,-4194.56,P
linguistic,-2615.59,-3060.0,S
URL: http:,-189.28,-200.76,S
On Thu, Se,-1081.73,-1199.75,S
premium on,-395.5,-358.4,P
2nd issue ,-576.77,-682.23,S
http://www,-590.7,-607.35,S
originatio,-1061.91,-1170.84,S
your onlin,-552.16,-490.0,P
Long time ,-2208.67,-2028.76,P
On Thu, 20,-2239.65,-2338.22,S
controls n,-904.67,-968.61,S
I'm gettin,-571.81,-581.9,S
your logo ,-499.91,-411.81,P
OK guys --,-607.46,-631.68,S
oppd prepa,-478.42,-488.1,S
Rohit Khar,-936.44,-970.62,S
nomination,-260.79,-279.43,S
call for p,-1768.68,-2000.89,S
vote usb 1,-1464.05,-1507.68,S
failure no,-1259.12,-1165.61,P
gmm 09 nov,-159.96,-174.76,S
your techn,-223.35,-218.68,P
>Helen & M,-986.37,-1033.59,S
re : www m,-312.3,-294.75,P
using and ,-1589.46,-1870.72,S
project hi,-508.13,-559.12,S
URL: http:,-948.71,-988.74,S
re : = 20 ,-3458.42,-3425.03,P
bring on t,-166.07,-162.5,P

Randy Bus,-566.75,-599.19,S
december 1,-159.14,-169.2,S
re : meter,-809.71,-968.23,S

Increase ,-880.03,-842.07,P
summary : ,-3001.75,-3513.13,S
corpus - b,-2384.63,-2794.69,S
empty,-9.87,-9.01,P
logitech w,-2035.68,-1838.87,P
dentists ,,-2389.85,-2278.41,P
award noti,-3115.36,-2982.64,P
Once upon ,-1396.61,-1517.8,S
80 % disco,-2760.8,-2586.79,P
My FREE Me,-344.12,-323.61,P
hey i have,-505.85,-569.13,S
sentence p,-8941.38,-10079.24,S
a linguist,-680.95,-761.19,S
So how did,-315.67,-326.16,S
start date,-241.13,-280.78,S
nineteenth,-2097.67,-2499.74,S
longview d,-548.74,-567.93,S
your appro,-22.87,-22.86,P
do you kno,-608.81,-556.26,P
heyz darli,-237.59,-222.18,P
Hi,fergal@,-1006.42,-1074.75,S
meningitis,-1674.93,-1682.11,S
>>>>> R ==,-320.17,-351.21,S
philosophy,-1181.0,-1362.4,S
eol data ,,-2646.7,-2858.04,S
cheap soft,-63.57,-57.21,P
James Raft,-1311.75,-1360.63,S
Hi,when te,-810.06,-817.36,S
office 2 o,-908.15,-755.46,P
do you kno,-694.2,-629.01,P
your sites,-224.06,-228.08,S
program - ,-2350.17,-2846.2,S
Hi all,Saw,-329.1,-350.81,S
i know you,-991.61,-898.97,P
re : www .,-825.78,-941.88,S
why the mo,-315.2,-290.82,P
a only fix,-118.3,-102.5,P
your onlin,-604.63,-520.58,P
re [ 15 ] ,-66.78,-66.26,P
re : resum,-2363.41,-2658.58,S
OPWV and a,-1417.95,-1449.9,S
intel play,-1853.81,-1674.26,P

lately I',-580.37,-630.46,S
Dear Sir/M,-2627.56,-2458.89,P

Hello ~na,-1694.45,-1599.36,P
Copy
     ,-1114.39,-1037.3,P
stinson gi,-663.2,-728.66,S
fortune mo,-823.23,-860.64,S
baldness i,-982.87,-884.98,P
looked at ,-249.22,-245.64,P
Nev Dull F,-1476.88,-1517.22,S
