On Thu, 1 ,-746.04,-808.06,S
enron / hp,-98.87,-136.85,S
if (window,-18685.12,-16493.16,P
re : speak,-1396.79,-1680.38,S
a smart mo,-637.02,-612.06,P
home deliv,-338.71,-299.37,P
There is a,-630.52,-601.91,P
$ 250 toys,-73.94,-68.12,P
Today's He,-3903.43,-4100.35,S

    DanQ>,-1282.86,-1332.14,S
Wind up yo,-67.13,-63.77,P
somebody. ,-2171.16,-2280.56,S
FROM: DR. ,-2464.72,-2382.06,P
new book :,-2729.23,-2941.26,S
fw : calif,-853.57,-989.45,S
on becomin,-798.53,-888.31,S
-----BEGIN,-953.87,-986.63,S
pro opticu,-765.28,-910.32,S
texmex obl,-290.95,-312.5,S

Digital D,-5918.66,-5968.32,S

CNET Shop,-2680.67,-2736.57,S
reply soon,-2606.77,-2495.43,P
top
body
{,-3283.49,-3014.09,P
human sens,-581.15,-617.32,S
beat the m,-8161.3,-7508.24,P
latest mar,-962.38,-1007.05,S
> the numb,-523.26,-530.37,S
your accou,-518.51,-503.15,P
ravi thura,-280.59,-294.87,S
Lucas Gonz,-742.44,-749.73,S
etc - even,-86.41,-86.98,S
re : eim r,-1717.05,-1939.72,S
market to ,-1179.18,-1115.22,P
On Thu, 1 ,-772.53,-850.36,S
electric m,-625.34,-595.73,P
i think yo,-297.06,-292.75,P
we ' ve cr,-198.44,-188.37,P
buy regali,-564.91,-499.08,P
fw : amend,-1574.14,-1840.34,S
start date,-233.36,-280.04,S
regarding ,-2862.26,-2746.8,P
As seen on,-905.76,-826.7,P
open enrol,-2031.62,-2053.64,S
re : opm h,-3462.89,-4304.19,S

 Ã¿FFFFA9,-133.73,-127.62,P
Sorry, gan,-323.4,-338.14,S
new love t,-369.27,-319.58,P
empty,-9.49,-8.99,P
fw : [ 6 ],-380.46,-379.06,P
from : cal,-1682.55,-1601.13,P
vitro bria,-330.84,-345.84,S
conf : alt,-8795.85,-9668.53,S
syntax mar,-1822.09,-2084.27,S
conformati,-381.66,-363.63,P
lbally do ,-221.21,-200.74,P
save money,-160.88,-157.35,P

Forwarded,-1348.32,-1365.75,S
re : marke,-341.23,-319.28,P
eskimo sno,-986.86,-1100.96,S

--- Marti,-894.58,-912.52,S
urgent ass,-2075.81,-1983.45,P
i await yo,-2459.29,-2359.79,P
re : a / a,-2390.71,-2819.06,S
help wante,-629.99,-581.0,P
you have r,-891.53,-864.94,P
learn tech,-305.44,-323.04,S
re : phili,-1055.61,-1210.23,S
o . rde _ ,-450.44,-384.63,P
URL: http:,-183.31,-198.38,S
confidenti,-1189.77,-1255.87,S
Depends on,-1060.58,-1100.15,S
fw : weste,-8423.55,-8993.65,S
cilco path,-903.27,-973.38,S
re : follo,-1154.36,-1308.76,S
re : chapt,-646.49,-708.06,S
featured s,-3774.79,-3485.3,P
transcript,-4101.62,-4642.44,S
empty,-9.49,-8.99,P
extra holi,-10079.98,-9599.96,P
re : indus,-1362.22,-1650.91,S
Adam L. Be,-5663.52,-5711.18,S
( nasdaq ),-512.27,-468.54,P
canadian g,-1837.26,-1706.42,P
if we meet,-707.67,-678.25,P

Doctors O,-1023.37,-892.48,P
woww . . 8,-252.64,-223.05,P

----- Ori,-133.57,-142.77,S
ppi index ,-947.0,-1101.69,S
http://www,-242.66,-251.5,S
cimca ' 99,-5361.92,-5861.41,S
foreign la,-1756.08,-1862.84,S
hey ! v am,-3576.18,-3333.64,P
re : barne,-8259.61,-7931.9,P
january 25,-111.69,-127.52,S
Hiya, I ju,-619.89,-679.72,S
fwd : cali,-2516.92,-2711.96,S
convergenc,-2727.91,-3037.09,S
localized ,-620.57,-568.6,P
On Tue, 13,-599.7,-661.01,S
clear bene,-1014.48,-931.02,P
rea could ,-474.68,-497.57,S
books on s,-2165.66,-2443.78,S
perfect lo,-514.64,-434.45,P
As seen on,-905.76,-826.7,P
god has do,-1717.38,-1618.27,P
update on ,-4971.9,-5062.18,S
Fortunes a,-418.21,-387.46,P
Leonard R.,-1115.15,-1157.69,S
On Monday,,-316.68,-339.81,S
iraq ' s a,-2026.98,-2147.22,S
continenta,-397.71,-427.19,S
you need t,-427.87,-384.32,P
you have s,-978.98,-957.37,P

Gays, gay,-2670.38,-2695.53,S
searching ,-890.82,-940.69,S
your $ 750,-363.42,-345.56,P
gls 1995 i,-676.78,-755.32,S
claim mone,-325.3,-291.81,P
Mr. FoRK:
,-230.57,-234.23,S
URL: http:,-224.53,-236.29,S
haven ' t ,-2621.72,-2518.46,P
>         ,-1966.01,-1995.99,S
associate ,-1086.7,-1199.89,S
James Roge,-874.54,-935.05,S
re : meet ,-1049.32,-1147.83,S
==========,-796.09,-780.71,P
increase y,-445.19,-406.77,P
the increa,-969.6,-1080.3,S
ld ' 98 se,-2440.13,-2710.28,S
 We thank ,-893.4,-875.96,P
NT 4 you s,-1426.7,-1541.17,S
On Mon, 22,-739.02,-739.79,S
re : ubs n,-2313.11,-2606.1,S
qu otes to,-974.45,-964.34,P
lexicograp,-1831.97,-1995.54,S
because sh,-320.81,-316.29,P
more medzz,-606.28,-556.27,P
euralex ' ,-438.74,-472.05,S
I have bee,-1530.97,-1454.83,P
ok, so i w,-1697.44,-1819.69,S
excelleent,-672.7,-606.16,P
re : bandw,-2086.87,-2854.49,S
who doesnt,-120.68,-109.83,P
ferc ' s p,-4081.3,-4324.93,S
fw : s - a,-808.08,-698.71,P
On 9/8/02 ,-992.5,-1058.74,S
seasonal f,-764.81,-819.48,S
pick our c,-1274.61,-1184.21,P
full versi,-3693.42,-3483.23,P
resources ,-568.79,-622.45,S
fw : red r,-329.8,-372.96,S
pharmacy -,-789.36,-685.33,P
http://www,-547.34,-586.34,S
On a RH 8 ,-678.95,-760.13,S
i need you,-2289.23,-2221.72,P
stops spam,-865.01,-816.63,P
Download D,-4888.89,-4923.33,S
REGISTER D,-879.18,-822.77,P
new www se,-357.97,-416.4,S
On 24 Jul ,-416.35,-441.53,S
re : key h,-1036.9,-1209.0,S
At 12:35 A,-654.28,-708.18,S
logic cour,-1264.37,-1400.38,S
ubs contra,-592.27,-638.28,S

Â 
Dear 
,-720.87,-653.05,P
flag spam ,-1466.86,-1560.49,S
aim ? role,-369.38,-329.07,P
fw : timel,-954.61,-1115.4,S
hi paliour,-2543.75,-2052.97,P
q : chess ,-490.78,-524.47,S
<<< SPECIA,-3055.44,-2956.26,P
REQUEST FO,-3693.89,-3577.14,P
URL: http:,-113.46,-122.06,S
now your w,-212.1,-192.1,P
urgentt ra,-1134.56,-1087.14,P
tree macro,-740.47,-826.62,S
I have a s,-970.99,-1045.37,S
URL: http:,-279.35,-294.31,S
You could ,-316.48,-341.57,S
internatio,-6628.35,-7235.28,S
done nero ,-947.94,-829.12,P
begin forw,-2340.35,-2419.23,S
empty,-9.49,-8.99,P
empty,-9.49,-8.99,P
fw : csfb ,-3792.41,-4064.78,S
8th seals ,-7831.41,-8634.61,S
question f,-738.95,-775.29,S
re : 6 . 3,-403.66,-437.44,S
re [ 5 ] :,-401.58,-379.43,P
A little t,-7825.35,-8170.83,S
revised co,-284.75,-340.34,S
==========,-2411.08,-2290.4,P
Nick Hilli,-979.15,-1048.63,S
thanks for,-751.64,-786.68,S
HiOn Wed, ,-1204.89,-1231.95,S
According ,-864.33,-946.89,S
qs : sylla,-324.1,-357.09,S
Here's cla,-1065.73,-1065.21,P
>     >> >,-509.86,-537.03,S
since i ne,-214.85,-233.44,S
impress yo,-665.65,-603.56,P
order from,-267.48,-232.29,P
returned m,-344.29,-349.77,S
trade coun,-606.53,-670.8,S
our rolexe,-796.72,-778.91,P
congratula,-1886.21,-1777.57,P
september ,-463.03,-561.65,S
request su,-318.88,-348.78,S
re : fuel ,-1742.93,-2147.45,S
gurt 1995 ,-12309.15,-13858.56,S
- - - - - ,-576.91,-657.78,S
Hi all,I'v,-2824.89,-3150.93,S
urgent upd,-510.17,-512.18,S
Ah, THIS i,-217.41,-238.23,S
daily ft d,-431.29,-468.09,S
On Wed, 20,-2169.85,-2263.79,S
In message,-390.59,-440.28,S
there is a,-1890.38,-1817.53,P
welcome to,-651.46,-702.94,S
cornhusker,-1027.49,-1079.58,S
polar bear,-451.85,-421.79,P
hi . . lon,-207.13,-202.71,P
has your c,-648.89,-585.53,P
John P. Lo,-840.95,-908.37,S
accommodat,-166.34,-181.83,S
NEW - NEW ,-6854.16,-6526.41,P
On Wed, 2 ,-1159.57,-1262.98,S
genetic cl,-3736.1,-4065.08,S
start date,-235.59,-280.89,S
free x - b,-35.44,-32.04,P
adobe phot,-1098.98,-969.21,P
attention ,-3087.07,-2974.74,P
empty,-9.49,-8.99,P
history of,-557.65,-602.82,S
re : centr,-1049.87,-1305.97,S
use Perl D,-1364.59,-1507.63,S
fw : merit,-1484.17,-1577.32,S
need creat,-489.52,-418.1,P
perfect lo,-508.51,-427.51,P
shenandoah,-2145.41,-2492.38,S
re : final,-596.1,-693.39,S
breathtaki,-428.11,-381.99,P
re : invit,-1139.51,-1221.87,S
2005 docto,-1358.31,-1276.34,P
company pl,-347.14,-378.74,S
ourr new g,-680.33,-614.16,P
re : real ,-1491.77,-1659.39,S
If your ho,-404.62,-388.96,P
dear owner,-1046.8,-1046.79,P
hi paliour,-2530.97,-2040.15,P
super viag,-303.97,-265.52,P
nominal ex,-3771.03,-4271.17,S
i hope you,-1083.04,-960.98,P
free forei,-919.23,-861.44,P
would $ 25,-502.41,-484.46,P
buy cheap ,-368.14,-322.78,P
karthik ra,-1763.69,-2076.24,S
localized ,-602.8,-561.6,P
names brya,-159.74,-171.15,S
2000 year ,-628.12,-593.91,P
supersavin,-2404.89,-2252.95,P
re : enron,-1748.57,-1957.32,S
empty,-9.49,-8.99,P
no pres . ,-375.12,-313.26,P
good news ,-1049.38,-1125.8,S
IGTT
Vol. ,-6920.03,-6740.07,P
use Perl D,-1013.57,-1114.86,S
meeting an,-1660.92,-1709.13,S
re : visua,-2971.91,-3181.86,S
fwd : [ di,-636.47,-627.41,P
as a answe,-2315.36,-2505.05,S
telephone ,-759.07,-878.68,S
SpamAssass,-3624.03,-3673.08,S
contrastiv,-717.92,-794.55,S
personnel ,-6064.52,-5909.96,P
producer s,-489.34,-587.86,S
Protect yo,-802.35,-744.22,P
the hottes,-29.74,-26.6,P
http://www,-618.72,-653.28,S
fu ! ck my,-177.9,-170.16,P
re : works,-358.76,-410.59,S
>>>>> TP =,-369.92,-400.7,S
empty,-9.49,-8.99,P
swaps moni,-884.62,-931.75,S
*This mess,-695.5,-662.78,P
superior p,-309.32,-271.8,P
re : hello,-2867.09,-3320.03,S
fw : mike ,-276.73,-316.67,S
Low-Cost T,-577.97,-522.67,P
lab equipm,-426.4,-437.33,S
affordable,-643.13,-607.06,P
U N I V E ,-559.82,-541.15,P
i know you,-1016.36,-925.71,P

    Guido,-254.06,-279.13,S
empty,-9.49,-8.99,P
re : insea,-1575.79,-1738.37,S
best onlin,-271.04,-247.59,P
yours sins,-2008.42,-1932.97,P
pricing de,-1411.89,-1561.15,S
need : wor,-421.76,-457.19,S
2 nd rev m,-1291.51,-1563.2,S
bitbitch@m,-361.16,-383.67,S
I will be ,-583.8,-607.37,S
the best p,-1911.38,-1746.53,P
fw : el pa,-279.0,-323.14,S
request su,-333.81,-362.53,S
Op 12-09-2,-1138.05,-1158.62,S
SoloCDM wr,-632.49,-695.3,S
el paso so,-3782.5,-3938.09,S
URL: http:,-183.36,-198.86,S
On Wednesd,-4377.44,-4500.39,S

Forwarded,-1379.76,-1369.88,P
Anarchist ,-1403.44,-1459.11,S
adv - adob,-1277.22,-1205.05,P
re : your ,-340.13,-325.19,P
On Tue, 27,-638.7,-665.01,S
learn fast,-98.26,-89.39,P
re : gas m,-4351.4,-5697.16,S
reduplicat,-1516.7,-1720.91,S
free steal,-5314.53,-5046.55,P
act now - ,-1207.6,-1147.81,P
don ' t wa,-839.17,-815.62,P
re : our w,-880.88,-968.78,S
re : lost ,-969.33,-1115.26,S
[ ilug ] p,-2550.51,-2471.55,P

Harlan Fe,-647.6,-726.31,S
reply : sh,-67.16,-63.47,P
t hi , hel,-348.02,-392.05,S
communion ,-3356.54,-3202.92,P
re : your ,-426.21,-469.21,S
re : 6 . 1,-192.02,-205.0,S
re : invit,-953.44,-1041.94,S
do not hav,-155.0,-150.08,P
settlement,-154.76,-163.37,S
re : no tr,-1275.55,-1330.05,S
    Do you,-187.89,-182.85,P
start date,-679.22,-795.35,S
fw : candl,-2801.07,-2820.24,S
20 asian g,-244.19,-229.26,P
best onlin,-289.84,-265.54,P
accept cre,-1592.58,-1508.98,P
congratula,-89.17,-92.94,S

Are you i,-619.41,-584.32,P
confirmden,-2657.19,-2567.79,P
Regarding:,-725.06,-765.56,S
revision #,-349.45,-459.61,S
On Mon, 9 ,-289.89,-300.2,S
= ? utf - ,-457.13,-414.02,P
re : indus,-1915.72,-2306.0,S
organizati,-2240.03,-2435.3,S
earn 20 ti,-990.45,-960.03,P
Jesse Keat,-629.2,-718.05,S
research s,-1853.16,-2060.26,S
energy ops,-284.87,-300.61,S
used Async,-1003.17,-1079.22,S
> Yes, I t,-371.53,-399.44,S
[Tim]
>> I,-2000.66,-2101.34,S
re : big p,-1712.33,-2014.3,S
dispatch w,-1147.61,-1257.47,S
Kevin wrot,-870.15,-925.08,S

Â 
Â Â Â ,-1021.62,-904.96,P
Whatcha ca,-726.66,-753.1,S
get money ,-3151.03,-2983.46,P
re : enpow,-5498.9,-6046.79,S
Mother Nat,-390.81,-360.81,P

A:link {
,-2786.8,-2590.48,P
for better,-605.6,-598.01,P
how are yo,-2187.05,-2114.28,P
hot penny ,-6740.2,-6026.6,P
FAST ACTIN,-427.03,-370.0,P
update - r,-1438.18,-1484.25,S
investigat,-3722.44,-3505.72,P
>>>>> R ==,-530.32,-570.51,S
ucla labs ,-745.52,-714.93,P
rotation o,-331.7,-355.24,S
call for b,-1552.82,-1678.21,S
I just pic,-504.32,-538.07,S
todd hall ,-486.96,-518.57,S
jill chatt,-214.98,-226.06,S
script not,-374.19,-360.2,P
me of Chen,-2675.61,-2785.47,S
8th intern,-1034.19,-1186.49,S

----- Ori,-357.53,-385.65,S
At 1:16 AM,-664.66,-696.32,S
URL: http:,-204.36,-218.97,S
cal berkel,-2596.31,-2708.28,S
Eugen Leit,-235.44,-249.27,S
winning on,-914.22,-909.74,P
(Fax) to  ,-3085.83,-2974.52,P

<
GET HIG,-668.31,-599.54,P
On Saturda,-1098.33,-1121.62,S
jobs : tes,-858.15,-933.61,S
Hi all,
  ,-799.26,-831.27,S
you need a,-1848.41,-1768.55,P
empty,-9.49,-8.99,P
One of the,-6040.41,-6257.3,S
lose your ,-881.29,-835.35,P
enron onsi,-846.92,-897.2,S
paris hilt,-402.92,-393.09,P
On Tue, 20,-797.7,-844.67,S
new books ,-5011.64,-5344.29,S
question o,-2150.05,-2307.41,S
re : tuesd,-49.27,-55.71,S
informatio,-771.24,-738.32,P
associate ,-1086.7,-1199.89,S

Hello I a,-507.9,-466.91,P
The pay's ,-985.75,-1013.1,S
On Fri, 20,-664.75,-696.22,S
astounding,-482.15,-473.07,P
ees by cit,-123.38,-139.17,S
iso compli,-2416.76,-2624.49,S
URL: http:,-906.21,-946.2,S
Ashfield O,-899.39,-877.46,P
macintosh ,-2382.08,-2405.89,S
prc contin,-309.72,-347.48,S
is your ba,-772.52,-724.28,P
ambllen , ,-1317.27,-1297.75,P
fw : capit,-429.57,-482.4,S
URL: http:,-388.65,-410.66,S
re : pendi,-2089.85,-2406.49,S
job - - c ,-1957.54,-2115.34,S
Welcome to,-648.4,-587.44,P
learning s,-970.8,-1014.87,S
london vis,-236.64,-244.47,S

Ahhhh Dav,-759.74,-800.97,S
-----Origi,-944.79,-960.47,S
lst class ,-554.04,-516.37,P
functional,-2620.22,-2865.76,S
utmost con,-1977.13,-1923.71,P
sorry they,-2719.8,-2586.45,P
govt & reg,-190.62,-212.31,S
On Fri, 20,-947.03,-1057.23,S
re : entex,-2370.31,-2699.93,S
greater ho,-2278.34,-2469.75,S
-----BEGIN,-1655.76,-1736.28,S
@ jones : ,-4530.74,-4894.45,S
empty,-9.49,-8.99,P
fwd : v ^ ,-894.55,-793.89,P
aaas ' 96 ,-1307.15,-1364.6,S
Attention ,-797.35,-728.77,P
cinergy cl,-369.36,-410.9,S
correction,-427.28,-479.12,S
meds and p,-1523.32,-1425.54,P
akamai kev,-264.28,-283.94,S
the new po,-1429.88,-1434.42,S
Hello fork,-355.19,-375.81,S
network en,-820.94,-894.46,S
re : accou,-347.24,-337.01,P
summary : ,-4885.4,-4999.81,S
Lance (lan,-692.9,-779.5,S
= ? utf - ,-261.87,-248.19,P
would you ,-146.95,-144.64,P
books on h,-1668.35,-1888.09,S
new books ,-2684.16,-3097.92,S
On Sun, Ju,-1280.76,-1327.35,S
query : no,-2970.3,-3196.44,S
fw : real ,-2183.93,-2268.38,S
confs : in,-8255.14,-8340.74,S
the microc,-4677.86,-4400.34,P
> Wrong, [,-1730.62,-1805.29,S
profession,-404.74,-364.0,P
fw : absen,-1632.59,-1778.64,S
xms - new ,-1276.62,-1275.34,P
barely of ,-50.49,-44.99,P
job in jap,-1469.46,-1591.49,S

    Uh, g,-495.37,-544.79,S
re : 80 ( ,-288.39,-258.21,P
get your b,-5385.76,-5153.21,P
mail deliv,-1475.24,-1405.85,P
Congratula,-541.87,-482.69,P
clickpaper,-1398.38,-1478.44,S
Shop hundr,-671.11,-578.82,P
[ ilug - s,-2505.74,-2438.81,P
re : appro,-1125.32,-1238.4,S
re : your ,-12378.23,-11872.32,P
revised fo,-141.99,-163.39,S
cera confe,-1451.94,-1571.78,S
On Mon, 19,-446.91,-477.58,S
Dear Homeo,-532.21,-491.49,P
>>>>> E ==,-1071.74,-1124.43,S
panenergy ,-921.84,-1037.08,S
Just for y,-181.74,-208.48,S
enron mana,-1562.31,-1683.87,S
found that,-1302.76,-1412.12,S
re : aig h,-467.49,-536.38,S
fw : scree,-397.33,-428.32,S
personnel ,-235.9,-250.34,S
look at th,-983.43,-969.14,P
please gra,-249.79,-242.91,P
wholesale ,-374.32,-351.32,P
paul the w,-1180.72,-1113.97,P
coswl surv,-1124.6,-1220.5,S
new series,-1809.17,-2029.29,S

  There w,-1408.72,-1515.83,S
buyback / ,-418.19,-469.39,S
re : meter,-134.63,-140.62,S

> Zimbabw,-558.46,-576.66,S
re : i fou,-243.84,-273.97,S
At 09:02 A,-474.36,-494.92,S
registrati,-1377.83,-1330.98,P
logitech b,-1752.19,-1582.47,P
fw : ecoel,-914.2,-1005.22,S
natural la,-6567.19,-6770.07,S
correspond,-499.5,-498.68,P
re : 8 . 1,-2467.46,-2668.49,S
fw : enron,-20129.21,-21415.9,S
enron euro,-410.22,-465.49,S
Hi,> On Su,-948.38,-1034.96,S
1 - 4 extr,-868.72,-844.3,P
Fix your B,-175.54,-160.57,P
empty,-9.49,-8.99,P
re : integ,-1237.92,-1371.37,S
mail deliv,-1583.73,-1514.82,P
chomsky ci,-312.5,-344.31,S

    Greg>,-874.69,-946.35,S
email hosp,-1236.63,-1173.84,P
stocks on ,-443.85,-447.4,S
On Sat, 27,-379.17,-395.68,S
MILFhunter,-400.67,-351.32,P
think that,-2741.54,-2903.78,S

Wasn't th,-334.34,-362.57,S
chheep med,-658.71,-593.07,P
don ' t co,-617.78,-596.5,P
semitic sy,-1769.52,-2000.92,S
empty,-9.49,-8.99,P
On Mon, 20,-1353.3,-1423.73,S
focus grou,-612.89,-677.47,S
your indul,-1854.64,-1744.76,P
xth confer,-2482.66,-2688.15,S
begin forw,-2962.69,-3153.28,S
Hi guys,
	,-896.74,-964.3,S
summary of,-2227.96,-2395.3,S
URL: http:,-444.29,-448.3,S
fw : md pr,-843.33,-975.21,S
residual v,-336.47,-363.59,S
-----BEGIN,-1028.26,-1074.83,S
texmex ris,-100.87,-111.71,S
usb charse,-2197.93,-2036.75,P
we are now,-785.41,-721.03,P
mtbe plant,-297.07,-313.61,S
In a recen,-397.65,-372.53,P

On Monday,-1645.09,-1723.68,S
sum : risk,-4787.47,-5044.35,S
re : helsi,-1294.52,-1502.64,S

If you ar,-949.97,-926.94,P
the big un,-883.1,-847.68,P
meter 9863,-150.98,-168.53,S
Michael wr,-1454.83,-1521.27,S
fellowship,-334.51,-378.45,S
proposed p,-761.07,-816.27,S
comparativ,-1588.58,-1783.97,S
re : alp p,-2331.38,-2871.21,S
On Mon, 22,-840.91,-931.86,S
logo , sta,-1007.33,-928.47,P
re : buyba,-770.25,-931.5,S
it wouldn ,-312.07,-336.93,S
bad credit,-361.96,-355.05,P
get all th,-1994.41,-1853.07,P
idea!This ,-4737.08,-4790.62,S
portuguese,-1060.81,-1208.96,S
URL: http:,-189.87,-204.77,S
associate ,-3055.87,-3994.93,S
italian cr,-612.47,-544.89,P
we ' ve fo,-15.95,-17.95,S
requests f,-459.38,-495.08,S
Interested,-779.73,-704.71,P
empty,-9.49,-8.99,P
Hi: Have 
,-863.93,-817.73,P
re : as ex,-177.73,-184.87,S
a new mult,-635.81,-672.55,S
low prce m,-743.87,-718.04,P
= ? iso - ,-948.54,-927.66,P
draft pres,-248.57,-284.62,S
online pha,-215.11,-198.35,P
Lowest rat,-381.39,-341.23,P
grades pam,-235.66,-260.61,S
empty,-9.49,-8.99,P
re : meter,-1972.87,-2340.43,S
headcount ,-260.0,-274.32,S
make unlim,-609.84,-587.35,P
It was the,-7241.63,-6978.02,P
re : mobil,-2194.54,-2156.44,P
hpl nomina,-375.99,-427.56,S
language r,-790.73,-854.72,S
Digest Thu,-13582.35,-14000.02,S
neon discu,-213.32,-224.01,S
 i wish i ,-42.54,-42.49,P
meeting wi,-342.63,-389.64,S
On Wed, 28,-599.67,-632.59,S
esource pr,-952.82,-1003.83,S
ebay accou,-1325.29,-1266.09,P
summer sch,-325.69,-360.74,S
empty,-9.49,-8.99,P
cheap onli,-457.01,-412.44,P
URL: http:,-172.4,-181.76,S
wires for ,-760.46,-837.76,S
re : recom,-961.23,-1098.54,S
send real ,-706.61,-712.77,S
re : new y,-1246.74,-1332.46,S
organizati,-2889.88,-3338.97,S
money is a,-566.82,-517.53,P
John P. Lo,-884.54,-990.56,S
NEWSLETTER,-17042.27,-15934.34,P
fyi : umic,-1002.16,-1103.69,S
costco on ,-1197.55,-1132.48,P
perfect lo,-517.41,-437.76,P
ads pop up,-3180.05,-3007.57,P
linguistic,-672.7,-733.95,S
sum : word,-7769.45,-7993.05,S
request fo,-927.19,-1015.25,S
weekly dea,-153.7,-171.05,S
contacts h,-1173.88,-1263.82,S
your inves,-4875.52,-4611.7,P
re : suppo,-1027.13,-1208.64,S
At 8:43 PM,-895.06,-949.66,S
> I think ,-771.2,-788.42,S
