Numero de documentos (noticias) del corpus: 6046
Número de palabras del corpus: 1175545
Palabra: <alfanumerico213> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico216> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico21> Frec: 8 LogProb: -11.841643109133033
Palabra: <alfanumerico223> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico22> Frec: 19 LogProb: -11.04313541291526
Palabra: <alfanumerico23> Frec: 13 LogProb: -11.399810356853994
Palabra: <alfanumerico24> Frec: 30 LogProb: -10.604880481984106
Palabra: <alfanumerico250> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico25> Frec: 5 LogProb: -12.247108217241196
Palabra: <alfanumerico26> Frec: 12 LogProb: -11.473918329007715
Palabra: <alfanumerico27> Frec: 6 LogProb: -12.09295753741394
Palabra: <alfanumerico288> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico28> Frec: 20 LogProb: -10.994345248745828
Palabra: <alfanumerico29> Frec: 13 LogProb: -11.399810356853994
Palabra: <alfanumerico2> Frec: 1093 LogProb: -7.041271703487325
Palabra: <alfanumerico30> Frec: 5 LogProb: -12.247108217241196
Palabra: <alfanumerico31> Frec: 3 LogProb: -12.652573325349362
Palabra: <alfanumerico32> Frec: 15 LogProb: -11.266278964229471
Palabra: <alfanumerico33> Frec: 2 LogProb: -12.940255397801142
Palabra: <alfanumerico34> Frec: 2 LogProb: -12.940255397801142
Palabra: <alfanumerico35> Frec: 6 LogProb: -12.09295753741394
Palabra: <alfanumerico36> Frec: 5 LogProb: -12.247108217241196
Palabra: <alfanumerico37> Frec: 8 LogProb: -11.841643109133033
Palabra: <alfanumerico38> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico39> Frec: 5 LogProb: -12.247108217241196
Palabra: <alfanumerico3> Frec: 2587 LogProb: -6.18022703084846
Palabra: <alfanumerico40> Frec: 3 LogProb: -12.652573325349362
Palabra: <alfanumerico41> Frec: 2 LogProb: -12.940255397801142
Palabra: <alfanumerico42> Frec: 2 LogProb: -12.940255397801142
Palabra: <alfanumerico43> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico44> Frec: 3 LogProb: -12.652573325349362
Palabra: <alfanumerico45> Frec: 2 LogProb: -12.940255397801142
Palabra: <alfanumerico46> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico47> Frec: 15 LogProb: -11.266278964229471
Palabra: <alfanumerico48> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico49> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico4> Frec: 2192 LogProb: -6.345841938051364
Palabra: <alfanumerico50> Frec: 4 LogProb: -12.429429774035151
Palabra: <alfanumerico51> Frec: 2 LogProb: -12.940255397801142
Palabra: <alfanumerico52> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico53> Frec: 4 LogProb: -12.429429774035151
Palabra: <alfanumerico54> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico55> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico56> Frec: 3 LogProb: -12.652573325349362
Palabra: <alfanumerico57> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico58> Frec: 4 LogProb: -12.429429774035151
Palabra: <alfanumerico59> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico5> Frec: 1272 LogProb: -6.889736087911845
Palabra: <alfanumerico60> Frec: 4 LogProb: -12.429429774035151
Palabra: <alfanumerico61> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico62> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico63> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico64> Frec: 3 LogProb: -12.652573325349362
Palabra: <alfanumerico65> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico66> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico67> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico68> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico69> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico6> Frec: 1226 LogProb: -6.926540241758341
Palabra: <alfanumerico70> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico71> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico72> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico73> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico74> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico75> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico76> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico78> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico79> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico7> Frec: 512 LogProb: -7.7985918412984825
Palabra: <alfanumerico81> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico83> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico84> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico86> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico87> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico89> Frec: 1 LogProb: -13.345720505909307
Palabra: <alfanumerico8> Frec: 524 LogProb: -7.775469423877628
Palabra: <alfanumerico90> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico93> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico94> Frec: 0 LogProb: -14.038867686469251
Palabra: <alfanumerico9> Frec: 291 LogProb: -8.362113884200971
Palabra: <numero10> Frec: 188 LogProb: -8.79712067140961
Palabra: <numero11> Frec: 29 LogProb: -10.637670304807097
Palabra: <numero12> Frec: 10 LogProb: -11.640972413670882
Palabra: <numero13> Frec: 2 LogProb: -12.940255397801142
Palabra: <numero14> Frec: 4 LogProb: -12.429429774035151
Palabra: <numero15> Frec: 21 LogProb: -10.947825233110937
Palabra: <numero16> Frec: 2 LogProb: -12.940255397801142
Palabra: <numero17> Frec: 0 LogProb: -14.038867686469251
Palabra: <numero18> Frec: 0 LogProb: -14.038867686469251
Palabra: <numero19> Frec: 2 LogProb: -12.940255397801142
Palabra: <numero1> Frec: 25553 LogProb: -3.8903185473179835
Palabra: <numero20> Frec: 0 LogProb: -14.038867686469251
Palabra: <numero21> Frec: 0 LogProb: -14.038867686469251
Palabra: <numero22> Frec: 0 LogProb: -14.038867686469251
Palabra: <numero23> Frec: 0 LogProb: -14.038867686469251
Palabra: <numero26> Frec: 0 LogProb: -14.038867686469251
Palabra: <numero2> Frec: 44672 LogProb: -3.331743115210937
Palabra: <numero304> Frec: 1 LogProb: -13.345720505909307
Palabra: <numero32> Frec: 1 LogProb: -13.345720505909307
Palabra: <numero3> Frec: 11925 LogProb: -4.6523915167862
Palabra: <numero4> Frec: 16930 LogProb: -4.30196614634102
Palabra: <numero5> Frec: 1854 LogProb: -6.513227711427716
Palabra: <numero6> Frec: 1303 LogProb: -6.865675943982653
Palabra: <numero7> Frec: 508 LogProb: -7.806419669918729
Palabra: <numero8> Frec: 239 LogProb: -8.55822876312726
Palabra: <numero9> Frec: 12 LogProb: -11.473918329007715
Palabra: a Frec: 0 LogProb: -14.038867686469251
Palabra: aa Frec: 47 LogProb: -10.16766667556136
Palabra: aaa Frec: 33 LogProb: -10.51250716185309
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaafcvwyfk Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaagvsapweyx Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaafcvwyfk Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaabyulglk Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaafcvwyfk Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaahkquxpqi Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaaaaaaaaaaafcvwyfk Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaaaix Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaaaaaaaaaaaafcvwyfk Frec: 0 LogProb: -14.038867686469251
Palabra: aaaaanyway Frec: 1 LogProb: -13.345720505909307
Palabra: aaaahhhhhh Frec: 1 LogProb: -13.345720505909307
Palabra: aaai Frec: 7 LogProb: -11.959426144789417
Palabra: aaal Frec: 10 LogProb: -11.640972413670882
Palabra: aaaplusdirect Frec: 0 LogProb: -14.038867686469251
Palabra: aaar Frec: 1 LogProb: -13.345720505909307
Palabra: aaarghh Frec: 0 LogProb: -14.038867686469251
Palabra: aaasash Frec: 0 LogProb: -14.038867686469251
Palabra: aabb Frec: 1 LogProb: -13.345720505909307
Palabra: aabc Frec: 0 LogProb: -14.038867686469251
Palabra: aac Frec: 17 LogProb: -11.148495928573087
Palabra: aachecar Frec: 1 LogProb: -13.345720505909307
Palabra: aachen Frec: 13 LogProb: -11.399810356853994
Palabra: aad Frec: 0 LogProb: -14.038867686469251
Palabra: aae Frec: 1 LogProb: -13.345720505909307
Palabra: aafco Frec: 0 LogProb: -14.038867686469251
Palabra: aafk Frec: 2 LogProb: -12.940255397801142
Palabra: aag Frec: 0 LogProb: -14.038867686469251
Palabra: aaghbar Frec: 2 LogProb: -12.940255397801142
Palabra: aaghpdvvu Frec: 0 LogProb: -14.038867686469251
Palabra: aagraw Frec: 1 LogProb: -13.345720505909307
Palabra: aagrra Frec: 0 LogProb: -14.038867686469251
Palabra: aahu Frec: 1 LogProb: -13.345720505909307
Palabra: aak Frec: 0 LogProb: -14.038867686469251
Palabra: aal Frec: 6 LogProb: -12.09295753741394
Palabra: aalborg Frec: 5 LogProb: -12.247108217241196
Palabra: aaldano Frec: 1 LogProb: -13.345720505909307
Palabra: aalib Frec: 2 LogProb: -12.940255397801142
Palabra: aaliyah Frec: 2 LogProb: -12.940255397801142
Palabra: aall Frec: 0 LogProb: -14.038867686469251
Palabra: aallan Frec: 1 LogProb: -13.345720505909307
Palabra: aalman Frec: 0 LogProb: -14.038867686469251
Palabra: aamodt Frec: 1 LogProb: -13.345720505909307
Palabra: aamt Frec: 1 LogProb: -13.345720505909307
Palabra: aan Frec: 1 LogProb: -13.345720505909307
Palabra: aangaand Frec: 0 LogProb: -14.038867686469251
Palabra: aangekondigd Frec: 0 LogProb: -14.038867686469251
Palabra: aannem Frec: 0 LogProb: -14.038867686469251
Palabra: aanspraak Frec: 0 LogProb: -14.038867686469251
Palabra: aantal Frec: 1 LogProb: -13.345720505909307
Palabra: aao Frec: 0 LogProb: -14.038867686469251
Palabra: aap Frec: 1 LogProb: -13.345720505909307
Palabra: aapl Frec: 1 LogProb: -13.345720505909307
Palabra: aaqkh Frec: 0 LogProb: -14.038867686469251
Palabra: aar Frec: 0 LogProb: -14.038867686469251
Palabra: aarbakk Frec: 1 LogProb: -13.345720505909307
Palabra: aarhu Frec: 5 LogProb: -12.247108217241196
Palabra: aarn Frec: 2 LogProb: -12.940255397801142
Palabra: aarno Frec: 1 LogProb: -13.345720505909307
Palabra: aaron Frec: 11 LogProb: -11.553961036681251
Palabra: aaronsw Frec: 13 LogProb: -11.399810356853994
Palabra: aarp Frec: 1 LogProb: -13.345720505909307
Palabra: aart Frec: 5 LogProb: -12.247108217241196
Palabra: aastrom Frec: 0 LogProb: -14.038867686469251
Palabra: aasxc Frec: 0 LogProb: -14.038867686469251
Palabra: aatsp Frec: 1 LogProb: -13.345720505909307
Palabra: aattack Frec: 0 LogProb: -14.038867686469251
Palabra: aau Frec: 5 LogProb: -12.247108217241196
Palabra: aavid Frec: 1 LogProb: -13.345720505909307
Palabra: aaweb Frec: 1 LogProb: -13.345720505909307
Palabra: aawfcvwyfk Frec: 0 LogProb: -14.038867686469251
Palabra: aaxin Frec: 1 LogProb: -13.345720505909307
Palabra: aazbi Frec: 0 LogProb: -14.038867686469251
Palabra: ab Frec: 66 LogProb: -9.834175067078286
Palabra: aba Frec: 1 LogProb: -13.345720505909307
Palabra: ababa Frec: 1 LogProb: -13.345720505909307
Palabra: abacha Frec: 0 LogProb: -14.038867686469251
Palabra: abachac Frec: 0 LogProb: -14.038867686469251
Palabra: aback Frec: 0 LogProb: -14.038867686469251
Palabra: abacu Frec: 1 LogProb: -13.345720505909307
Palabra: abacustech Frec: 3 LogProb: -12.652573325349362
Palabra: abaitua Frec: 1 LogProb: -13.345720505909307
Palabra: abajo Frec: 0 LogProb: -14.038867686469251
Palabra: abalon Frec: 0 LogProb: -14.038867686469251
Palabra: abandon Frec: 52 LogProb: -10.06857577291713
Palabra: abanico Frec: 0 LogProb: -14.038867686469251
Palabra: abarbanel Frec: 1 LogProb: -13.345720505909307
Palabra: abas Frec: 0 LogProb: -14.038867686469251
Palabra: abash Frec: 0 LogProb: -14.038867686469251
Palabra: abat Frec: 2 LogProb: -12.940255397801142
Palabra: abathroom Frec: 1 LogProb: -13.345720505909307
Palabra: abaurr Frec: 1 LogProb: -13.345720505909307
Palabra: abazi Frec: 0 LogProb: -14.038867686469251
Palabra: abb Frec: 14 LogProb: -11.330817485367042
Palabra: abba Frec: 0 LogProb: -14.038867686469251
Palabra: abbestellen Frec: 1 LogProb: -13.345720505909307
Palabra: abbett Frec: 1 LogProb: -13.345720505909307
Palabra: abbey Frec: 3 LogProb: -12.652573325349362
Palabra: abbi Frec: 2 LogProb: -12.940255397801142
Palabra: abbildung Frec: 1 LogProb: -13.345720505909307
Palabra: abbonati Frec: 0 LogProb: -14.038867686469251
Palabra: abboni Frec: 0 LogProb: -14.038867686469251
Palabra: abbot Frec: 0 LogProb: -14.038867686469251
Palabra: abbott Frec: 11 LogProb: -11.553961036681251
Palabra: abbrevi Frec: 18 LogProb: -11.09442870730281
Palabra: abbyy Frec: 1 LogProb: -13.345720505909307
Palabra: abc Frec: 6 LogProb: -12.09295753741394
Palabra: abcb Frec: 1 LogProb: -13.345720505909307
Palabra: abcd Frec: 0 LogProb: -14.038867686469251
Palabra: abcdef Frec: 0 LogProb: -14.038867686469251
Palabra: abcnew Frec: 3 LogProb: -12.652573325349362
Palabra: abcsoni Frec: 0 LogProb: -14.038867686469251
Palabra: abd Frec: 3 LogProb: -12.652573325349362
Palabra: abdallat Frec: 0 LogProb: -14.038867686469251
Palabra: abdeckt Frec: 0 LogProb: -14.038867686469251
Palabra: abdel Frec: 1 LogProb: -13.345720505909307
Palabra: abdelkad Frec: 2 LogProb: -12.940255397801142
Palabra: abdellah Frec: 2 LogProb: -12.940255397801142
Palabra: abdellatif Frec: 1 LogProb: -13.345720505909307
Palabra: abdelmajid Frec: 6 LogProb: -12.09295753741394
Palabra: abdelouahab Frec: 1 LogProb: -13.345720505909307
Palabra: abdic Frec: 0 LogProb: -14.038867686469251
Palabra: abdomen Frec: 1 LogProb: -13.345720505909307
Palabra: abdomin Frec: 1 LogProb: -13.345720505909307
Palabra: abduct Frec: 19 LogProb: -11.04313541291526
Palabra: abducte Frec: 3 LogProb: -12.652573325349362
Palabra: abdul Frec: 2 LogProb: -12.940255397801142
Palabra: abdulaziz Frec: 1 LogProb: -13.345720505909307
Palabra: abdulfanova Frec: 1 LogProb: -13.345720505909307
Palabra: abdulla Frec: 1 LogProb: -13.345720505909307
Palabra: abdullah Frec: 3 LogProb: -12.652573325349362
Palabra: abe Frec: 4 LogProb: -12.429429774035151
Palabra: abeg Frec: 1 LogProb: -13.345720505909307
Palabra: abei Frec: 0 LogProb: -14.038867686469251
Palabra: abeil Frec: 9 LogProb: -11.736282593475206
Palabra: abeki Frec: 0 LogProb: -14.038867686469251
Palabra: abel Frec: 22 LogProb: -10.903373470540103
Palabra: abelard Frec: 1 LogProb: -13.345720505909307
Palabra: abelson Frec: 0 LogProb: -14.038867686469251
Palabra: abend Frec: 0 LogProb: -14.038867686469251
Palabra: abendessen Frec: 1 LogProb: -13.345720505909307
Palabra: abep Frec: 0 LogProb: -14.038867686469251
Palabra: aber Frec: 2 LogProb: -12.940255397801142
Palabra: abercrombi Frec: 2 LogProb: -12.940255397801142
Palabra: aberdeen Frec: 5 LogProb: -12.247108217241196
Palabra: aberdeenshir Frec: 1 LogProb: -13.345720505909307
Palabra: abernath Frec: 0 LogProb: -14.038867686469251
Palabra: abernathi Frec: 0 LogProb: -14.038867686469251
Palabra: aberr Frec: 5 LogProb: -12.247108217241196
Palabra: aberta Frec: 1 LogProb: -13.345720505909307
Palabra: aberto Frec: 0 LogProb: -14.038867686469251
Palabra: abertura Frec: 0 LogProb: -14.038867686469251
Palabra: aberystwyth Frec: 3 LogProb: -12.652573325349362
Palabra: aberyswyth Frec: 1 LogProb: -13.345720505909307
Palabra: abet Frec: 2 LogProb: -12.940255397801142
Palabra: abey Frec: 2 LogProb: -12.940255397801142
Palabra: abf Frec: 0 LogProb: -14.038867686469251
Palabra: abflrtji Frec: 0 LogProb: -14.038867686469251
Palabra: abgab Frec: 1 LogProb: -13.345720505909307
Palabra: abgeben Frec: 0 LogProb: -14.038867686469251
Palabra: abgerechnet Frec: 0 LogProb: -14.038867686469251
Palabra: abgeschlossen Frec: 0 LogProb: -14.038867686469251
Palabra: abhaengigkeit Frec: 1 LogProb: -13.345720505909307
Palabra: abhalten Frec: 1 LogProb: -13.345720505909307
Palabra: abhaltungsort Frec: 1 LogProb: -13.345720505909307
Palabra: abhay Frec: 1 LogProb: -13.345720505909307
Palabra: abhor Frec: 0 LogProb: -14.038867686469251
Palabra: abhorr Frec: 0 LogProb: -14.038867686469251
Palabra: abi Frec: 4 LogProb: -12.429429774035151
Palabra: abid Frec: 5 LogProb: -12.247108217241196
Palabra: abidjan Frec: 0 LogProb: -14.038867686469251
Palabra: abidjanbva Frec: 0 LogProb: -14.038867686469251
Palabra: abierta Frec: 0 LogProb: -14.038867686469251
Palabra: abierto Frec: 0 LogProb: -14.038867686469251
Palabra: abigail Frec: 3 LogProb: -12.652573325349362
Palabra: abigg Frec: 4 LogProb: -12.429429774035151
Palabra: abiggyn Frec: 2 LogProb: -12.940255397801142
Palabra: abihch Frec: 1 LogProb: -13.345720505909307
Palabra: abiic Frec: 1 LogProb: -13.345720505909307
Palabra: abiiiti Frec: 0 LogProb: -14.038867686469251
Palabra: abil Frec: 254 LogProb: -8.497604141310825
Palabra: abilen Frec: 0 LogProb: -14.038867686469251
Palabra: abilityâ Frec: 0 LogProb: -14.038867686469251
Palabra: abit Frec: 1 LogProb: -13.345720505909307
Palabra: abiteboul Frec: 2 LogProb: -12.940255397801142
Palabra: abitibi Frec: 1 LogProb: -13.345720505909307
Palabra: abituali Frec: 1 LogProb: -13.345720505909307
Palabra: abiword Frec: 5 LogProb: -12.247108217241196
Palabra: abix Frec: 1 LogProb: -13.345720505909307
Palabra: abiyuh Frec: 1 LogProb: -13.345720505909307
Palabra: abject Frec: 6 LogProb: -12.09295753741394
Palabra: abkl Frec: 1 LogProb: -13.345720505909307
Palabra: abl Frec: 477 LogProb: -7.8692569539777955
Palabra: ablauf Frec: 2 LogProb: -12.940255397801142
Palabra: ablaut Frec: 4 LogProb: -12.429429774035151
Palabra: ablaz Frec: 0 LogProb: -14.038867686469251
Palabra: ablead Frec: 0 LogProb: -14.038867686469251
Palabra: ablehnung Frec: 0 LogProb: -14.038867686469251
Palabra: ableist Frec: 1 LogProb: -13.345720505909307
Palabra: abler Frec: 3 LogProb: -12.652573325349362
Palabra: ablex Frec: 2 LogProb: -12.940255397801142
Palabra: ableâ Frec: 0 LogProb: -14.038867686469251
Palabra: abli Frec: 0 LogProb: -14.038867686469251
Palabra: ablil Frec: 1 LogProb: -13.345720505909307
Palabra: ablut Frec: 0 LogProb: -14.038867686469251
Palabra: ablx Frec: 3 LogProb: -12.652573325349362
Palabra: abläuf Frec: 0 LogProb: -14.038867686469251
Palabra: abmelden Frec: 0 LogProb: -14.038867686469251
Palabra: abn Frec: 9 LogProb: -11.736282593475206
Palabra: abneg Frec: 0 LogProb: -14.038867686469251
Palabra: abnegateal Frec: 0 LogProb: -14.038867686469251
Palabra: abner Frec: 1 LogProb: -13.345720505909307
Palabra: abney Frec: 3 LogProb: -12.652573325349362
Palabra: abnorm Frec: 1 LogProb: -13.345720505909307
Palabra: abo Frec: 0 LogProb: -14.038867686469251
Palabra: aboard Frec: 6 LogProb: -12.09295753741394
Palabra: aboardca Frec: 0 LogProb: -14.038867686469251
Palabra: aboba Frec: 1 LogProb: -13.345720505909307
Palabra: abod Frec: 1 LogProb: -13.345720505909307
Palabra: aboetiu Frec: 2 LogProb: -12.940255397801142
Palabra: aboideau Frec: 0 LogProb: -14.038867686469251
Palabra: aboli Frec: 1 LogProb: -13.345720505909307
Palabra: abolish Frec: 4 LogProb: -12.429429774035151
Palabra: abolishal Frec: 0 LogProb: -14.038867686469251
Palabra: abolit Frec: 1 LogProb: -13.345720505909307
Palabra: abolut Frec: 1 LogProb: -13.345720505909307
Palabra: abomin Frec: 1 LogProb: -13.345720505909307
Palabra: abona Frec: 0 LogProb: -14.038867686469251
Palabra: abondolo Frec: 2 LogProb: -12.940255397801142
Palabra: abonn Frec: 0 LogProb: -14.038867686469251
Palabra: abonnieren Frec: 1 LogProb: -13.345720505909307
Palabra: abook Frec: 1 LogProb: -13.345720505909307
Palabra: abord Frec: 1 LogProb: -13.345720505909307
Palabra: abordando Frec: 0 LogProb: -14.038867686469251
Palabra: abordar Frec: 0 LogProb: -14.038867686469251
Palabra: aborigen Frec: 8 LogProb: -11.841643109133033
Palabra: aborigin Frec: 12 LogProb: -11.473918329007715
Palabra: abort Frec: 9 LogProb: -11.736282593475206
Palabra: abou Frec: 1 LogProb: -13.345720505909307
Palabra: abound Frec: 6 LogProb: -12.09295753741394
Palabra: about Frec: 1 LogProb: -13.345720505909307
Palabra: aboutspam Frec: 1 LogProb: -13.345720505909307
Palabra: aboutu Frec: 0 LogProb: -14.038867686469251
Palabra: aboutâ Frec: 0 LogProb: -14.038867686469251
Palabra: aboveboard Frec: 0 LogProb: -14.038867686469251
Palabra: aboveground Frec: 0 LogProb: -14.038867686469251
Palabra: abovement Frec: 0 LogProb: -14.038867686469251
Palabra: abovetelefax Frec: 0 LogProb: -14.038867686469251
Palabra: abpr Frec: 0 LogProb: -14.038867686469251
Palabra: abpzhnpd Frec: 0 LogProb: -14.038867686469251
Palabra: abqewvbgf Frec: 0 LogProb: -14.038867686469251
Palabra: abr Frec: 0 LogProb: -14.038867686469251
Palabra: abrad Frec: 0 LogProb: -14.038867686469251
Palabra: abraham Frec: 11 LogProb: -11.553961036681251
Palabra: abrahamsen Frec: 3 LogProb: -12.652573325349362
Palabra: abrahm Frec: 1 LogProb: -13.345720505909307
Palabra: abram Frec: 1 LogProb: -13.345720505909307
Palabra: abramov Frec: 2 LogProb: -12.940255397801142
Palabra: abramson Frec: 0 LogProb: -14.038867686469251
Palabra: abras Frec: 0 LogProb: -14.038867686469251
Palabra: abraun Frec: 1 LogProb: -13.345720505909307
Palabra: abreact Frec: 0 LogProb: -14.038867686469251
Palabra: abreast Frec: 3 LogProb: -12.652573325349362
Palabra: abreu Frec: 1 LogProb: -13.345720505909307
Palabra: abreviatura Frec: 1 LogProb: -13.345720505909307
Palabra: abridg Frec: 3 LogProb: -12.652573325349362
Palabra: abrigliano Frec: 1 LogProb: -13.345720505909307
Palabra: abril Frec: 2 LogProb: -12.940255397801142
Palabra: abroad Frec: 21 LogProb: -10.947825233110937
Palabra: abrog Frec: 3 LogProb: -12.652573325349362
Palabra: abrook Frec: 1 LogProb: -13.345720505909307
Palabra: abrufen Frec: 1 LogProb: -13.345720505909307
Palabra: abrupt Frec: 0 LogProb: -14.038867686469251
Palabra: abruptli Frec: 4 LogProb: -12.429429774035151
Palabra: abrwallk Frec: 0 LogProb: -14.038867686469251
Palabra: absa Frec: 0 LogProb: -14.038867686469251
Palabra: absalom Frec: 1 LogProb: -13.345720505909307
Palabra: absatz Frec: 0 LogProb: -14.038867686469251
Palabra: abscessticket Frec: 0 LogProb: -14.038867686469251
Palabra: abscis Frec: 0 LogProb: -14.038867686469251
Palabra: abscissa Frec: 0 LogProb: -14.038867686469251
Palabra: abscond Frec: 0 LogProb: -14.038867686469251
Palabra: abseil Frec: 1 LogProb: -13.345720505909307
Palabra: absenc Frec: 68 LogProb: -9.804761181871992
Palabra: absens Frec: 1 LogProb: -13.345720505909307
Palabra: absent Frec: 13 LogProb: -11.399810356853994
Palabra: absente Frec: 0 LogProb: -14.038867686469251
Palabra: absentia Frec: 1 LogProb: -13.345720505909307
Palabra: absglob Frec: 1 LogProb: -13.345720505909307
Palabra: absinth Frec: 0 LogProb: -14.038867686469251
Palabra: absinthium Frec: 0 LogProb: -14.038867686469251
Palabra: absinthum Frec: 0 LogProb: -14.038867686469251
Palabra: absoiuteiy Frec: 0 LogProb: -14.038867686469251
Palabra: absolut Frec: 87 LogProb: -9.561530871991046
