Numero de documentos (noticias) del corpus: 3954
Número de palabras del corpus: 623273
Palabra: <alfanumerico288> Frec: 2 LogProb: -12.357354929726961
Palabra: <alfanumerico28> Frec: 97 LogProb: -8.870999739724498
Palabra: <alfanumerico29> Frec: 74 LogProb: -9.13847910485876
Palabra: <alfanumerico2> Frec: 2333 LogProb: -5.700628405548569
Palabra: <alfanumerico30> Frec: 76 LogProb: -9.112161796541386
Palabra: <alfanumerico31> Frec: 94 LogProb: -8.90209032679453
Palabra: <alfanumerico32> Frec: 89 LogProb: -8.956157548064805
Palabra: <alfanumerico33> Frec: 57 LogProb: -9.395524207848652
Palabra: <alfanumerico34> Frec: 48 LogProb: -9.564146920284443
Palabra: <alfanumerico35> Frec: 79 LogProb: -9.073940583721189
Palabra: <alfanumerico36> Frec: 75 LogProb: -9.12523387810874
Palabra: <alfanumerico37> Frec: 38 LogProb: -9.792405572265425
Palabra: <alfanumerico38> Frec: 30 LogProb: -10.021980013909925
Palabra: <alfanumerico39> Frec: 69 LogProb: -9.207471976345712
Palabra: <alfanumerico3> Frec: 1246 LogProb: -6.327471272715034
Palabra: <alfanumerico40> Frec: 51 LogProb: -9.504723499813643
Palabra: <alfanumerico41> Frec: 45 LogProb: -9.627325821905975
Palabra: <alfanumerico42> Frec: 46 LogProb: -9.605819616685013
Palabra: <alfanumerico43> Frec: 45 LogProb: -9.627325821905975
Palabra: <alfanumerico44> Frec: 55 LogProb: -9.43061552765992
Palabra: <alfanumerico45> Frec: 31 LogProb: -9.990231315595343
Palabra: <alfanumerico46> Frec: 59 LogProb: -9.361622656172969
Palabra: <alfanumerico47> Frec: 46 LogProb: -9.605819616685013
Palabra: <alfanumerico48> Frec: 55 LogProb: -9.43061552765992
Palabra: <alfanumerico49> Frec: 36 LogProb: -9.845049305750846
Palabra: <alfanumerico4> Frec: 700 LogProb: -6.90345933136048
Palabra: <alfanumerico50> Frec: 27 LogProb: -10.123762708219866
Palabra: <alfanumerico51> Frec: 49 LogProb: -9.543944212966924
Palabra: <alfanumerico52> Frec: 37 LogProb: -9.818381058668685
Palabra: <alfanumerico53> Frec: 21 LogProb: -10.364924765036754
Palabra: <alfanumerico54> Frec: 39 LogProb: -9.767087764281134
Palabra: <alfanumerico55> Frec: 34 LogProb: -9.900619156905657
Palabra: <alfanumerico56> Frec: 54 LogProb: -9.4486340331626
Palabra: <alfanumerico57> Frec: 26 LogProb: -10.160130352390741
Palabra: <alfanumerico58> Frec: 19 LogProb: -10.46023494484108
Palabra: <alfanumerico59> Frec: 50 LogProb: -9.524141585670744
Palabra: <alfanumerico5> Frec: 578 LogProb: -7.0946647408220755
Palabra: <alfanumerico60> Frec: 422 LogProb: -7.408595039348793
Palabra: <alfanumerico61> Frec: 18 LogProb: -10.51152823922863
Palabra: <alfanumerico62> Frec: 20 LogProb: -10.411444780671648
Palabra: <alfanumerico63> Frec: 17 LogProb: -10.565595460498907
Palabra: <alfanumerico64> Frec: 24 LogProb: -10.23709139352687
Palabra: <alfanumerico65> Frec: 6 LogProb: -11.510057069339757
Palabra: <alfanumerico66> Frec: 11 LogProb: -10.97106056860707
Palabra: <alfanumerico67> Frec: 20 LogProb: -10.411444780671648
Palabra: <alfanumerico68> Frec: 18 LogProb: -10.51152823922863
Palabra: <alfanumerico69> Frec: 20 LogProb: -10.411444780671648
Palabra: <alfanumerico6> Frec: 858 LogProb: -6.700198296410815
Palabra: <alfanumerico70> Frec: 18 LogProb: -10.51152823922863
Palabra: <alfanumerico71> Frec: 11 LogProb: -10.97106056860707
Palabra: <alfanumerico72> Frec: 24 LogProb: -10.23709139352687
Palabra: <alfanumerico73> Frec: 8 LogProb: -11.258742641058852
Palabra: <alfanumerico74> Frec: 12 LogProb: -10.891017860933534
Palabra: <alfanumerico75> Frec: 9 LogProb: -11.153382125401025
Palabra: <alfanumerico76> Frec: 293 LogProb: -7.772387451056389
Palabra: <alfanumerico78> Frec: 17 LogProb: -10.565595460498907
Palabra: <alfanumerico79> Frec: 7 LogProb: -11.376525676715234
Palabra: <alfanumerico7> Frec: 549 LogProb: -7.146048940168554
Palabra: <alfanumerico81> Frec: 0 LogProb: -13.45596721839507
Palabra: <alfanumerico83> Frec: 1 LogProb: -12.762820037835125
Palabra: <alfanumerico84> Frec: 3 LogProb: -12.06967285727518
Palabra: <alfanumerico86> Frec: 2 LogProb: -12.357354929726961
Palabra: <alfanumerico87> Frec: 1 LogProb: -12.762820037835125
Palabra: <alfanumerico89> Frec: 2 LogProb: -12.357354929726961
Palabra: <alfanumerico8> Frec: 441 LogProb: -7.364657336317372
Palabra: <alfanumerico90> Frec: 1 LogProb: -12.762820037835125
Palabra: <alfanumerico93> Frec: 1 LogProb: -12.762820037835125
Palabra: <alfanumerico94> Frec: 3 LogProb: -12.06967285727518
Palabra: <alfanumerico9> Frec: 555 LogProb: -7.135198924144488
Palabra: <numero10> Frec: 73 LogProb: -9.151902125190901
Palabra: <numero11> Frec: 21 LogProb: -10.364924765036754
Palabra: <numero12> Frec: 24 LogProb: -10.23709139352687
Palabra: <numero13> Frec: 1 LogProb: -12.762820037835125
Palabra: <numero14> Frec: 4 LogProb: -11.84652930596097
Palabra: <numero15> Frec: 8 LogProb: -11.258742641058852
Palabra: <numero16> Frec: 9 LogProb: -11.153382125401025
Palabra: <numero17> Frec: 6 LogProb: -11.510057069339757
Palabra: <numero18> Frec: 3 LogProb: -12.06967285727518
Palabra: <numero19> Frec: 5 LogProb: -11.664207749167016
Palabra: <numero1> Frec: 15420 LogProb: -3.812481722537414
Palabra: <numero20> Frec: 6 LogProb: -11.510057069339757
Palabra: <numero21> Frec: 2 LogProb: -12.357354929726961
Palabra: <numero22> Frec: 1 LogProb: -12.762820037835125
Palabra: <numero23> Frec: 1 LogProb: -12.762820037835125
Palabra: <numero26> Frec: 3 LogProb: -12.06967285727518
Palabra: <numero2> Frec: 19064 LogProb: -3.6003577461034064
Palabra: <numero304> Frec: 0 LogProb: -13.45596721839507
Palabra: <numero32> Frec: 0 LogProb: -13.45596721839507
Palabra: <numero3> Frec: 11308 LogProb: -4.122613070523744
Palabra: <numero4> Frec: 5168 LogProb: -4.9055326931990315
Palabra: <numero5> Frec: 792 LogProb: -6.780143996760223
Palabra: <numero6> Frec: 437 LogProb: -7.373748308018624
Palabra: <numero7> Frec: 185 LogProb: -8.230220544681869
Palabra: <numero8> Frec: 95 LogProb: -8.891619026927234
Palabra: <numero9> Frec: 35 LogProb: -9.872448279938961
Palabra: a Frec: 2 LogProb: -12.357354929726961
Palabra: aa Frec: 52 LogProb: -9.48567530484295
Palabra: aaa Frec: 10 LogProb: -11.0580719455967
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Frec: 28 LogProb: -10.088671388408596
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaafcvwyfk Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaagvsapweyx Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaafcvwyfk Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaabyulglk Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaaafcvwyfk Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaaaaaaaaaaaaaaaaaaaaaahkquxpqi Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaaaaaaaaaaaaaaaaaaaaafcvwyfk Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaaaaaaaaaaaaaix Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaaaaaaaaaaaafcvwyfk Frec: 1 LogProb: -12.762820037835125
Palabra: aaaaanyway Frec: 0 LogProb: -13.45596721839507
Palabra: aaaahhhhhh Frec: 0 LogProb: -13.45596721839507
Palabra: aaai Frec: 0 LogProb: -13.45596721839507
Palabra: aaal Frec: 0 LogProb: -13.45596721839507
Palabra: aaaplusdirect Frec: 1 LogProb: -12.762820037835125
Palabra: aaar Frec: 0 LogProb: -13.45596721839507
Palabra: aaarghh Frec: 1 LogProb: -12.762820037835125
Palabra: aaasash Frec: 1 LogProb: -12.762820037835125
Palabra: aabb Frec: 0 LogProb: -13.45596721839507
Palabra: aabc Frec: 1 LogProb: -12.762820037835125
Palabra: aac Frec: 0 LogProb: -13.45596721839507
Palabra: aachecar Frec: 0 LogProb: -13.45596721839507
Palabra: aachen Frec: 0 LogProb: -13.45596721839507
Palabra: aad Frec: 6 LogProb: -11.510057069339757
Palabra: aae Frec: 0 LogProb: -13.45596721839507
Palabra: aafco Frec: 1 LogProb: -12.762820037835125
Palabra: aafk Frec: 0 LogProb: -13.45596721839507
Palabra: aag Frec: 1 LogProb: -12.762820037835125
Palabra: aaghbar Frec: 0 LogProb: -13.45596721839507
Palabra: aaghpdvvu Frec: 1 LogProb: -12.762820037835125
Palabra: aagraw Frec: 0 LogProb: -13.45596721839507
Palabra: aagrra Frec: 2 LogProb: -12.357354929726961
Palabra: aahu Frec: 0 LogProb: -13.45596721839507
Palabra: aak Frec: 2 LogProb: -12.357354929726961
Palabra: aal Frec: 2 LogProb: -12.357354929726961
Palabra: aalborg Frec: 0 LogProb: -13.45596721839507
Palabra: aaldano Frec: 0 LogProb: -13.45596721839507
Palabra: aalib Frec: 0 LogProb: -13.45596721839507
Palabra: aaliyah Frec: 3 LogProb: -12.06967285727518
Palabra: aall Frec: 10 LogProb: -11.0580719455967
Palabra: aallan Frec: 0 LogProb: -13.45596721839507
Palabra: aalman Frec: 1 LogProb: -12.762820037835125
Palabra: aamodt Frec: 0 LogProb: -13.45596721839507
Palabra: aamt Frec: 0 LogProb: -13.45596721839507
Palabra: aan Frec: 3 LogProb: -12.06967285727518
Palabra: aangaand Frec: 1 LogProb: -12.762820037835125
Palabra: aangekondigd Frec: 3 LogProb: -12.06967285727518
Palabra: aannem Frec: 1 LogProb: -12.762820037835125
Palabra: aanspraak Frec: 1 LogProb: -12.762820037835125
Palabra: aantal Frec: 1 LogProb: -12.762820037835125
Palabra: aao Frec: 4 LogProb: -11.84652930596097
Palabra: aap Frec: 0 LogProb: -13.45596721839507
Palabra: aapl Frec: 0 LogProb: -13.45596721839507
Palabra: aaqkh Frec: 1 LogProb: -12.762820037835125
Palabra: aar Frec: 1 LogProb: -12.762820037835125
Palabra: aarbakk Frec: 0 LogProb: -13.45596721839507
Palabra: aarhu Frec: 0 LogProb: -13.45596721839507
Palabra: aarn Frec: 0 LogProb: -13.45596721839507
Palabra: aarno Frec: 0 LogProb: -13.45596721839507
Palabra: aaron Frec: 4 LogProb: -11.84652930596097
Palabra: aaronsw Frec: 0 LogProb: -13.45596721839507
Palabra: aarp Frec: 0 LogProb: -13.45596721839507
Palabra: aart Frec: 0 LogProb: -13.45596721839507
Palabra: aastrom Frec: 1 LogProb: -12.762820037835125
Palabra: aasxc Frec: 1 LogProb: -12.762820037835125
Palabra: aatsp Frec: 0 LogProb: -13.45596721839507
Palabra: aattack Frec: 1 LogProb: -12.762820037835125
Palabra: aau Frec: 0 LogProb: -13.45596721839507
Palabra: aavid Frec: 0 LogProb: -13.45596721839507
Palabra: aaweb Frec: 0 LogProb: -13.45596721839507
Palabra: aawfcvwyfk Frec: 3 LogProb: -12.06967285727518
Palabra: aaxin Frec: 0 LogProb: -13.45596721839507
Palabra: aazbi Frec: 1 LogProb: -12.762820037835125
Palabra: ab Frec: 59 LogProb: -9.361622656172969
Palabra: aba Frec: 1 LogProb: -12.762820037835125
Palabra: ababa Frec: 1 LogProb: -12.762820037835125
Palabra: abacha Frec: 28 LogProb: -10.088671388408596
Palabra: abachac Frec: 1 LogProb: -12.762820037835125
Palabra: aback Frec: 1 LogProb: -12.762820037835125
Palabra: abacu Frec: 3 LogProb: -12.06967285727518
Palabra: abacustech Frec: 0 LogProb: -13.45596721839507
Palabra: abaitua Frec: 0 LogProb: -13.45596721839507
Palabra: abajo Frec: 3 LogProb: -12.06967285727518
Palabra: abalon Frec: 4 LogProb: -11.84652930596097
Palabra: abandon Frec: 19 LogProb: -10.46023494484108
Palabra: abanico Frec: 1 LogProb: -12.762820037835125
Palabra: abarbanel Frec: 0 LogProb: -13.45596721839507
Palabra: abas Frec: 1 LogProb: -12.762820037835125
Palabra: abash Frec: 2 LogProb: -12.357354929726961
Palabra: abat Frec: 5 LogProb: -11.664207749167016
Palabra: abathroom Frec: 0 LogProb: -13.45596721839507
Palabra: abaurr Frec: 0 LogProb: -13.45596721839507
Palabra: abazi Frec: 2 LogProb: -12.357354929726961
Palabra: abb Frec: 3 LogProb: -12.06967285727518
Palabra: abba Frec: 1 LogProb: -12.762820037835125
Palabra: abbestellen Frec: 1 LogProb: -12.762820037835125
Palabra: abbett Frec: 0 LogProb: -13.45596721839507
Palabra: abbey Frec: 4 LogProb: -11.84652930596097
Palabra: abbi Frec: 1 LogProb: -12.762820037835125
Palabra: abbildung Frec: 0 LogProb: -13.45596721839507
Palabra: abbonati Frec: 3 LogProb: -12.06967285727518
Palabra: abboni Frec: 2 LogProb: -12.357354929726961
Palabra: abbot Frec: 1 LogProb: -12.762820037835125
Palabra: abbott Frec: 3 LogProb: -12.06967285727518
Palabra: abbrevi Frec: 1 LogProb: -12.762820037835125
Palabra: abbyy Frec: 0 LogProb: -13.45596721839507
Palabra: abc Frec: 11 LogProb: -10.97106056860707
Palabra: abcb Frec: 0 LogProb: -13.45596721839507
Palabra: abcd Frec: 1 LogProb: -12.762820037835125
Palabra: abcdef Frec: 2 LogProb: -12.357354929726961
Palabra: abcnew Frec: 0 LogProb: -13.45596721839507
Palabra: abcsoni Frec: 1 LogProb: -12.762820037835125
Palabra: abd Frec: 0 LogProb: -13.45596721839507
Palabra: abdallat Frec: 5 LogProb: -11.664207749167016
Palabra: abdeckt Frec: 1 LogProb: -12.762820037835125
Palabra: abdel Frec: 1 LogProb: -12.762820037835125
Palabra: abdelkad Frec: 0 LogProb: -13.45596721839507
Palabra: abdellah Frec: 0 LogProb: -13.45596721839507
Palabra: abdellatif Frec: 0 LogProb: -13.45596721839507
Palabra: abdelmajid Frec: 0 LogProb: -13.45596721839507
Palabra: abdelouahab Frec: 0 LogProb: -13.45596721839507
Palabra: abdic Frec: 1 LogProb: -12.762820037835125
Palabra: abdomen Frec: 3 LogProb: -12.06967285727518
Palabra: abdomin Frec: 9 LogProb: -11.153382125401025
Palabra: abduct Frec: 3 LogProb: -12.06967285727518
Palabra: abducte Frec: 0 LogProb: -13.45596721839507
Palabra: abdul Frec: 4 LogProb: -11.84652930596097
Palabra: abdulaziz Frec: 0 LogProb: -13.45596721839507
Palabra: abdulfanova Frec: 0 LogProb: -13.45596721839507
Palabra: abdulla Frec: 9 LogProb: -11.153382125401025
Palabra: abdullah Frec: 1 LogProb: -12.762820037835125
Palabra: abe Frec: 5 LogProb: -11.664207749167016
Palabra: abeg Frec: 0 LogProb: -13.45596721839507
Palabra: abei Frec: 4 LogProb: -11.84652930596097
Palabra: abeil Frec: 0 LogProb: -13.45596721839507
Palabra: abeki Frec: 1 LogProb: -12.762820037835125
Palabra: abel Frec: 6 LogProb: -11.510057069339757
Palabra: abelard Frec: 0 LogProb: -13.45596721839507
Palabra: abelson Frec: 1 LogProb: -12.762820037835125
Palabra: abend Frec: 1 LogProb: -12.762820037835125
Palabra: abendessen Frec: 0 LogProb: -13.45596721839507
Palabra: abep Frec: 1 LogProb: -12.762820037835125
Palabra: aber Frec: 5 LogProb: -11.664207749167016
Palabra: abercrombi Frec: 0 LogProb: -13.45596721839507
Palabra: aberdeen Frec: 0 LogProb: -13.45596721839507
Palabra: aberdeenshir Frec: 0 LogProb: -13.45596721839507
Palabra: abernath Frec: 1 LogProb: -12.762820037835125
Palabra: abernathi Frec: 2 LogProb: -12.357354929726961
Palabra: aberr Frec: 4 LogProb: -11.84652930596097
Palabra: aberta Frec: 0 LogProb: -13.45596721839507
Palabra: aberto Frec: 1 LogProb: -12.762820037835125
Palabra: abertura Frec: 1 LogProb: -12.762820037835125
Palabra: aberystwyth Frec: 0 LogProb: -13.45596721839507
Palabra: aberyswyth Frec: 0 LogProb: -13.45596721839507
Palabra: abet Frec: 5 LogProb: -11.664207749167016
Palabra: abey Frec: 2 LogProb: -12.357354929726961
Palabra: abf Frec: 1 LogProb: -12.762820037835125
Palabra: abflrtji Frec: 1 LogProb: -12.762820037835125
Palabra: abgab Frec: 0 LogProb: -13.45596721839507
Palabra: abgeben Frec: 1 LogProb: -12.762820037835125
Palabra: abgerechnet Frec: 1 LogProb: -12.762820037835125
Palabra: abgeschlossen Frec: 3 LogProb: -12.06967285727518
Palabra: abhaengigkeit Frec: 0 LogProb: -13.45596721839507
Palabra: abhalten Frec: 0 LogProb: -13.45596721839507
Palabra: abhaltungsort Frec: 0 LogProb: -13.45596721839507
Palabra: abhay Frec: 0 LogProb: -13.45596721839507
Palabra: abhor Frec: 6 LogProb: -11.510057069339757
Palabra: abhorr Frec: 2 LogProb: -12.357354929726961
Palabra: abi Frec: 10 LogProb: -11.0580719455967
Palabra: abid Frec: 2 LogProb: -12.357354929726961
Palabra: abidjan Frec: 37 LogProb: -9.818381058668685
Palabra: abidjanbva Frec: 1 LogProb: -12.762820037835125
Palabra: abierta Frec: 2 LogProb: -12.357354929726961
Palabra: abierto Frec: 2 LogProb: -12.357354929726961
Palabra: abigail Frec: 0 LogProb: -13.45596721839507
Palabra: abigg Frec: 0 LogProb: -13.45596721839507
Palabra: abiggyn Frec: 0 LogProb: -13.45596721839507
Palabra: abihch Frec: 0 LogProb: -13.45596721839507
Palabra: abiic Frec: 0 LogProb: -13.45596721839507
Palabra: abiiiti Frec: 23 LogProb: -10.277913388047125
Palabra: abil Frec: 144 LogProb: -8.479233475974496
Palabra: abilen Frec: 1 LogProb: -12.762820037835125
Palabra: abilityâ Frec: 7 LogProb: -11.376525676715234
Palabra: abit Frec: 2 LogProb: -12.357354929726961
Palabra: abiteboul Frec: 0 LogProb: -13.45596721839507
Palabra: abitibi Frec: 0 LogProb: -13.45596721839507
Palabra: abituali Frec: 0 LogProb: -13.45596721839507
Palabra: abiword Frec: 0 LogProb: -13.45596721839507
Palabra: abix Frec: 0 LogProb: -13.45596721839507
Palabra: abiyuh Frec: 0 LogProb: -13.45596721839507
Palabra: abject Frec: 2 LogProb: -12.357354929726961
Palabra: abkl Frec: 0 LogProb: -13.45596721839507
Palabra: abl Frec: 254 LogProb: -7.9147036732366445
Palabra: ablauf Frec: 1 LogProb: -12.762820037835125
Palabra: ablaut Frec: 0 LogProb: -13.45596721839507
Palabra: ablaz Frec: 2 LogProb: -12.357354929726961
Palabra: ablead Frec: 1 LogProb: -12.762820037835125
Palabra: ablehnung Frec: 1 LogProb: -12.762820037835125
Palabra: ableist Frec: 0 LogProb: -13.45596721839507
Palabra: abler Frec: 0 LogProb: -13.45596721839507
Palabra: ablex Frec: 0 LogProb: -13.45596721839507
Palabra: ableâ Frec: 2 LogProb: -12.357354929726961
Palabra: abli Frec: 3 LogProb: -12.06967285727518
Palabra: ablil Frec: 0 LogProb: -13.45596721839507
Palabra: ablut Frec: 2 LogProb: -12.357354929726961
Palabra: ablx Frec: 0 LogProb: -13.45596721839507
Palabra: abläuf Frec: 1 LogProb: -12.762820037835125
Palabra: abmelden Frec: 2 LogProb: -12.357354929726961
Palabra: abn Frec: 1 LogProb: -12.762820037835125
Palabra: abneg Frec: 1 LogProb: -12.762820037835125
Palabra: abnegateal Frec: 1 LogProb: -12.762820037835125
Palabra: abner Frec: 3 LogProb: -12.06967285727518
Palabra: abney Frec: 0 LogProb: -13.45596721839507
Palabra: abnorm Frec: 8 LogProb: -11.258742641058852
Palabra: abo Frec: 1 LogProb: -12.762820037835125
Palabra: aboard Frec: 5 LogProb: -11.664207749167016
Palabra: aboardca Frec: 1 LogProb: -12.762820037835125
Palabra: aboba Frec: 0 LogProb: -13.45596721839507
Palabra: abod Frec: 1 LogProb: -12.762820037835125
Palabra: aboetiu Frec: 0 LogProb: -13.45596721839507
Palabra: aboideau Frec: 1 LogProb: -12.762820037835125
Palabra: aboli Frec: 0 LogProb: -13.45596721839507
Palabra: abolish Frec: 2 LogProb: -12.357354929726961
Palabra: abolishal Frec: 1 LogProb: -12.762820037835125
Palabra: abolit Frec: 2 LogProb: -12.357354929726961
Palabra: abolut Frec: 0 LogProb: -13.45596721839507
Palabra: abomin Frec: 2 LogProb: -12.357354929726961
Palabra: abona Frec: 2 LogProb: -12.357354929726961
Palabra: abondolo Frec: 0 LogProb: -13.45596721839507
Palabra: abonn Frec: 3 LogProb: -12.06967285727518
Palabra: abonnieren Frec: 0 LogProb: -13.45596721839507
Palabra: abook Frec: 0 LogProb: -13.45596721839507
Palabra: abord Frec: 0 LogProb: -13.45596721839507
Palabra: abordando Frec: 1 LogProb: -12.762820037835125
Palabra: abordar Frec: 3 LogProb: -12.06967285727518
Palabra: aborigen Frec: 0 LogProb: -13.45596721839507
Palabra: aborigin Frec: 9 LogProb: -11.153382125401025
Palabra: abort Frec: 10 LogProb: -11.0580719455967
Palabra: abou Frec: 0 LogProb: -13.45596721839507
Palabra: abound Frec: 1 LogProb: -12.762820037835125
Palabra: about Frec: 0 LogProb: -13.45596721839507
Palabra: aboutspam Frec: 0 LogProb: -13.45596721839507
Palabra: aboutu Frec: 2 LogProb: -12.357354929726961
Palabra: aboutâ Frec: 1 LogProb: -12.762820037835125
Palabra: aboveboard Frec: 1 LogProb: -12.762820037835125
Palabra: aboveground Frec: 3 LogProb: -12.06967285727518
Palabra: abovement Frec: 2 LogProb: -12.357354929726961
Palabra: abovetelefax Frec: 2 LogProb: -12.357354929726961
Palabra: abpr Frec: 1 LogProb: -12.762820037835125
Palabra: abpzhnpd Frec: 1 LogProb: -12.762820037835125
Palabra: abqewvbgf Frec: 1 LogProb: -12.762820037835125
Palabra: abr Frec: 1 LogProb: -12.762820037835125
Palabra: abrad Frec: 3 LogProb: -12.06967285727518
Palabra: abraham Frec: 4 LogProb: -11.84652930596097
Palabra: abrahamsen Frec: 0 LogProb: -13.45596721839507
Palabra: abrahm Frec: 0 LogProb: -13.45596721839507
Palabra: abram Frec: 4 LogProb: -11.84652930596097
Palabra: abramov Frec: 0 LogProb: -13.45596721839507
Palabra: abramson Frec: 1 LogProb: -12.762820037835125
Palabra: abras Frec: 3 LogProb: -12.06967285727518
Palabra: abraun Frec: 0 LogProb: -13.45596721839507
Palabra: abreact Frec: 2 LogProb: -12.357354929726961
Palabra: abreast Frec: 2 LogProb: -12.357354929726961
Palabra: abreu Frec: 0 LogProb: -13.45596721839507
Palabra: abreviatura Frec: 0 LogProb: -13.45596721839507
Palabra: abridg Frec: 2 LogProb: -12.357354929726961
Palabra: abrigliano Frec: 0 LogProb: -13.45596721839507
Palabra: abril Frec: 0 LogProb: -13.45596721839507
Palabra: abroad Frec: 25 LogProb: -10.197870680373589
Palabra: abrog Frec: 2 LogProb: -12.357354929726961
Palabra: abrook Frec: 0 LogProb: -13.45596721839507
Palabra: abrufen Frec: 0 LogProb: -13.45596721839507
Palabra: abrupt Frec: 1 LogProb: -12.762820037835125
Palabra: abruptli Frec: 0 LogProb: -13.45596721839507
Palabra: abrwallk Frec: 1 LogProb: -12.762820037835125
Palabra: absa Frec: 1 LogProb: -12.762820037835125
Palabra: absalom Frec: 0 LogProb: -13.45596721839507
Palabra: absatz Frec: 1 LogProb: -12.762820037835125
Palabra: abscessticket Frec: 1 LogProb: -12.762820037835125
Palabra: abscis Frec: 1 LogProb: -12.762820037835125
Palabra: abscissa Frec: 5 LogProb: -11.664207749167016
Palabra: abscond Frec: 2 LogProb: -12.357354929726961
Palabra: abseil Frec: 0 LogProb: -13.45596721839507
Palabra: absenc Frec: 10 LogProb: -11.0580719455967
Palabra: absens Frec: 0 LogProb: -13.45596721839507
Palabra: absent Frec: 6 LogProb: -11.510057069339757
Palabra: absente Frec: 1 LogProb: -12.762820037835125
Palabra: absentia Frec: 1 LogProb: -12.762820037835125
Palabra: absglob Frec: 0 LogProb: -13.45596721839507
Palabra: absinth Frec: 3 LogProb: -12.06967285727518
Palabra: absinthium Frec: 1 LogProb: -12.762820037835125
Palabra: absinthum Frec: 2 LogProb: -12.357354929726961
Palabra: absoiuteiy Frec: 1 LogProb: -12.762820037835125
Palabra: absolut Frec: 227 LogProb: -8.02662158944063
